section_id	target_path	section_title	section_thesis	supporting_claim_ids	bridge_claim_ids	rejected_or_narrowed_claim_ids	large_unit_risk	counterexample_check	missing_context_check	final_disposition	repair_action
DBI-TXN-01-S01	06-transaction-acid-boundary.md	2-5분 개요	면접 첫 답변이 본문의 실제 논증을 압축한다.	DBI-TXN-01-C01;DBI-TXN-01-C02	DBI-TXN-01-C03		DB transaction이 애플리케이션 업무 불변식과 외부 side effect까지 자동으로 원자화한다고 오해하는 위험	PG 승인 성공 뒤 DB rollback이나 autocommit 반쪽 이체를 설명하지 못하면 실패다.	업무 불변식, DB row set, connection boundary, 외부 보상/멱등성을 분리해야 한다.	APPLY	DBI-TXN-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-TXN-01-S02	06-transaction-acid-boundary.md	먼저 잡아야 할 작은 모델	추상 개념을 대표 상태 변화 trace로 고정한다.	DBI-TXN-01-C01;DBI-TXN-01-C02	DBI-TXN-01-C03		DB transaction이 애플리케이션 업무 불변식과 외부 side effect까지 자동으로 원자화한다고 오해하는 위험	PG 승인 성공 뒤 DB rollback이나 autocommit 반쪽 이체를 설명하지 못하면 실패다.	업무 불변식, DB row set, connection boundary, 외부 보상/멱등성을 분리해야 한다.	APPLY	DBI-TXN-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-TXN-01-S03	06-transaction-acid-boundary.md	깊은 메커니즘	source claim을 내부 상태 변화와 실패 모드로 재구성한다.	DBI-TXN-01-C01;DBI-TXN-01-C02	DBI-TXN-01-C03		DB transaction이 애플리케이션 업무 불변식과 외부 side effect까지 자동으로 원자화한다고 오해하는 위험	PG 승인 성공 뒤 DB rollback이나 autocommit 반쪽 이체를 설명하지 못하면 실패다.	업무 불변식, DB row set, connection boundary, 외부 보상/멱등성을 분리해야 한다.	APPLY	DBI-TXN-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-TXN-01-S04	06-transaction-acid-boundary.md	DBMS별 경계	공통 목적과 제품별 구현 차이를 섞지 않는다.	DBI-TXN-01-C01;DBI-TXN-01-C02	DBI-TXN-01-C03		DB transaction이 애플리케이션 업무 불변식과 외부 side effect까지 자동으로 원자화한다고 오해하는 위험	PG 승인 성공 뒤 DB rollback이나 autocommit 반쪽 이체를 설명하지 못하면 실패다.	업무 불변식, DB row set, connection boundary, 외부 보상/멱등성을 분리해야 한다.	APPLY	DBI-TXN-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-TXN-01-S05	06-transaction-acid-boundary.md	직접 재생해 보기	검증 가능한 관측 경로와 PASS/FAIL 신호를 남긴다.	DBI-TXN-01-C01;DBI-TXN-01-C02	DBI-TXN-01-C03		DB transaction이 애플리케이션 업무 불변식과 외부 side effect까지 자동으로 원자화한다고 오해하는 위험	PG 승인 성공 뒤 DB rollback이나 autocommit 반쪽 이체를 설명하지 못하면 실패다.	업무 불변식, DB row set, connection boundary, 외부 보상/멱등성을 분리해야 한다.	APPLY	DBI-TXN-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-TXN-01-S06	06-transaction-acid-boundary.md	면접 꼬리 질문	짧은 답변 뒤 깊게 내려갈 질문을 준비한다.	DBI-TXN-01-C01;DBI-TXN-01-C02	DBI-TXN-01-C03		DB transaction이 애플리케이션 업무 불변식과 외부 side effect까지 자동으로 원자화한다고 오해하는 위험	PG 승인 성공 뒤 DB rollback이나 autocommit 반쪽 이체를 설명하지 못하면 실패다.	업무 불변식, DB row set, connection boundary, 외부 보상/멱등성을 분리해야 한다.	APPLY	DBI-TXN-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-TXN-01-S07	06-transaction-acid-boundary.md	함정 질문	부분적으로 맞지만 전체 설명을 망치는 shortcut을 막는다.	DBI-TXN-01-C01;DBI-TXN-01-C02	DBI-TXN-01-C03		DB transaction이 애플리케이션 업무 불변식과 외부 side effect까지 자동으로 원자화한다고 오해하는 위험	PG 승인 성공 뒤 DB rollback이나 autocommit 반쪽 이체를 설명하지 못하면 실패다.	업무 불변식, DB row set, connection boundary, 외부 보상/멱등성을 분리해야 한다.	APPLY	DBI-TXN-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-TXN-01-S08	06-transaction-acid-boundary.md	더 깊게 볼 자료	공식 source와 repo source를 분리해 추적 가능하게 한다.	DBI-TXN-01-C01;DBI-TXN-01-C02	DBI-TXN-01-C03		DB transaction이 애플리케이션 업무 불변식과 외부 side effect까지 자동으로 원자화한다고 오해하는 위험	PG 승인 성공 뒤 DB rollback이나 autocommit 반쪽 이체를 설명하지 못하면 실패다.	업무 불변식, DB row set, connection boundary, 외부 보상/멱등성을 분리해야 한다.	APPLY	DBI-TXN-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-MVCC-01-S01	07-mvcc-snapshot-visibility.md	2-5분 개요	면접 첫 답변이 본문의 실제 논증을 압축한다.	DBI-MVCC-01-C01;DBI-MVCC-01-C02	DBI-MVCC-01-C03		MVCC를 lock-free 성능 기법으로만 설명해 visible version 판정, write conflict, cleanup 비용을 누락하는 위험	오래 열린 transaction이 vacuum/purge를 막는 상황을 설명하지 못하면 실패다.	snapshot/read view, old version 위치, cleanup 주체, locking read 차이를 함께 봐야 한다.	APPLY	DBI-MVCC-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-MVCC-01-S02	07-mvcc-snapshot-visibility.md	먼저 잡아야 할 작은 모델	추상 개념을 대표 상태 변화 trace로 고정한다.	DBI-MVCC-01-C01;DBI-MVCC-01-C02	DBI-MVCC-01-C03		MVCC를 lock-free 성능 기법으로만 설명해 visible version 판정, write conflict, cleanup 비용을 누락하는 위험	오래 열린 transaction이 vacuum/purge를 막는 상황을 설명하지 못하면 실패다.	snapshot/read view, old version 위치, cleanup 주체, locking read 차이를 함께 봐야 한다.	APPLY	DBI-MVCC-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-MVCC-01-S03	07-mvcc-snapshot-visibility.md	깊은 메커니즘	source claim을 내부 상태 변화와 실패 모드로 재구성한다.	DBI-MVCC-01-C01;DBI-MVCC-01-C02	DBI-MVCC-01-C03		MVCC를 lock-free 성능 기법으로만 설명해 visible version 판정, write conflict, cleanup 비용을 누락하는 위험	오래 열린 transaction이 vacuum/purge를 막는 상황을 설명하지 못하면 실패다.	snapshot/read view, old version 위치, cleanup 주체, locking read 차이를 함께 봐야 한다.	APPLY	DBI-MVCC-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-MVCC-01-S04	07-mvcc-snapshot-visibility.md	DBMS별 경계	공통 목적과 제품별 구현 차이를 섞지 않는다.	DBI-MVCC-01-C01;DBI-MVCC-01-C02	DBI-MVCC-01-C03		MVCC를 lock-free 성능 기법으로만 설명해 visible version 판정, write conflict, cleanup 비용을 누락하는 위험	오래 열린 transaction이 vacuum/purge를 막는 상황을 설명하지 못하면 실패다.	snapshot/read view, old version 위치, cleanup 주체, locking read 차이를 함께 봐야 한다.	APPLY	DBI-MVCC-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-MVCC-01-S05	07-mvcc-snapshot-visibility.md	직접 재생해 보기	검증 가능한 관측 경로와 PASS/FAIL 신호를 남긴다.	DBI-MVCC-01-C01;DBI-MVCC-01-C02	DBI-MVCC-01-C03		MVCC를 lock-free 성능 기법으로만 설명해 visible version 판정, write conflict, cleanup 비용을 누락하는 위험	오래 열린 transaction이 vacuum/purge를 막는 상황을 설명하지 못하면 실패다.	snapshot/read view, old version 위치, cleanup 주체, locking read 차이를 함께 봐야 한다.	APPLY	DBI-MVCC-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-MVCC-01-S06	07-mvcc-snapshot-visibility.md	면접 꼬리 질문	짧은 답변 뒤 깊게 내려갈 질문을 준비한다.	DBI-MVCC-01-C01;DBI-MVCC-01-C02	DBI-MVCC-01-C03		MVCC를 lock-free 성능 기법으로만 설명해 visible version 판정, write conflict, cleanup 비용을 누락하는 위험	오래 열린 transaction이 vacuum/purge를 막는 상황을 설명하지 못하면 실패다.	snapshot/read view, old version 위치, cleanup 주체, locking read 차이를 함께 봐야 한다.	APPLY	DBI-MVCC-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-MVCC-01-S07	07-mvcc-snapshot-visibility.md	함정 질문	부분적으로 맞지만 전체 설명을 망치는 shortcut을 막는다.	DBI-MVCC-01-C01;DBI-MVCC-01-C02	DBI-MVCC-01-C03		MVCC를 lock-free 성능 기법으로만 설명해 visible version 판정, write conflict, cleanup 비용을 누락하는 위험	오래 열린 transaction이 vacuum/purge를 막는 상황을 설명하지 못하면 실패다.	snapshot/read view, old version 위치, cleanup 주체, locking read 차이를 함께 봐야 한다.	APPLY	DBI-MVCC-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-MVCC-01-S08	07-mvcc-snapshot-visibility.md	더 깊게 볼 자료	공식 source와 repo source를 분리해 추적 가능하게 한다.	DBI-MVCC-01-C01;DBI-MVCC-01-C02	DBI-MVCC-01-C03		MVCC를 lock-free 성능 기법으로만 설명해 visible version 판정, write conflict, cleanup 비용을 누락하는 위험	오래 열린 transaction이 vacuum/purge를 막는 상황을 설명하지 못하면 실패다.	snapshot/read view, old version 위치, cleanup 주체, locking read 차이를 함께 봐야 한다.	APPLY	DBI-MVCC-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-LOCK-01-S01	08-isolation-lock-deadlock.md	2-5분 개요	면접 첫 답변이 본문의 실제 논증을 압축한다.	DBI-LOCK-01-C01;DBI-LOCK-01-C02	DBI-LOCK-01-C03		isolation level 표 암기와 lock 이름 나열로 predicate invariant, range lock, deadlock retry를 놓치는 위험	두 transaction이 서로 다른 row를 잡고 상대 row를 기다리는 cycle을 그리지 못하면 실패다.	불변식 모양, 보호 자원 단위, lock order, retry boundary를 함께 고정해야 한다.	APPLY	DBI-LOCK-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-LOCK-01-S02	08-isolation-lock-deadlock.md	먼저 잡아야 할 작은 모델	추상 개념을 대표 상태 변화 trace로 고정한다.	DBI-LOCK-01-C01;DBI-LOCK-01-C02	DBI-LOCK-01-C03		isolation level 표 암기와 lock 이름 나열로 predicate invariant, range lock, deadlock retry를 놓치는 위험	두 transaction이 서로 다른 row를 잡고 상대 row를 기다리는 cycle을 그리지 못하면 실패다.	불변식 모양, 보호 자원 단위, lock order, retry boundary를 함께 고정해야 한다.	APPLY	DBI-LOCK-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-LOCK-01-S03	08-isolation-lock-deadlock.md	깊은 메커니즘	source claim을 내부 상태 변화와 실패 모드로 재구성한다.	DBI-LOCK-01-C01;DBI-LOCK-01-C02	DBI-LOCK-01-C03		isolation level 표 암기와 lock 이름 나열로 predicate invariant, range lock, deadlock retry를 놓치는 위험	두 transaction이 서로 다른 row를 잡고 상대 row를 기다리는 cycle을 그리지 못하면 실패다.	불변식 모양, 보호 자원 단위, lock order, retry boundary를 함께 고정해야 한다.	APPLY	DBI-LOCK-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-LOCK-01-S04	08-isolation-lock-deadlock.md	DBMS별 경계	공통 목적과 제품별 구현 차이를 섞지 않는다.	DBI-LOCK-01-C01;DBI-LOCK-01-C02	DBI-LOCK-01-C03		isolation level 표 암기와 lock 이름 나열로 predicate invariant, range lock, deadlock retry를 놓치는 위험	두 transaction이 서로 다른 row를 잡고 상대 row를 기다리는 cycle을 그리지 못하면 실패다.	불변식 모양, 보호 자원 단위, lock order, retry boundary를 함께 고정해야 한다.	APPLY	DBI-LOCK-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-LOCK-01-S05	08-isolation-lock-deadlock.md	직접 재생해 보기	검증 가능한 관측 경로와 PASS/FAIL 신호를 남긴다.	DBI-LOCK-01-C01;DBI-LOCK-01-C02	DBI-LOCK-01-C03		isolation level 표 암기와 lock 이름 나열로 predicate invariant, range lock, deadlock retry를 놓치는 위험	두 transaction이 서로 다른 row를 잡고 상대 row를 기다리는 cycle을 그리지 못하면 실패다.	불변식 모양, 보호 자원 단위, lock order, retry boundary를 함께 고정해야 한다.	APPLY	DBI-LOCK-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-LOCK-01-S06	08-isolation-lock-deadlock.md	면접 꼬리 질문	짧은 답변 뒤 깊게 내려갈 질문을 준비한다.	DBI-LOCK-01-C01;DBI-LOCK-01-C02	DBI-LOCK-01-C03		isolation level 표 암기와 lock 이름 나열로 predicate invariant, range lock, deadlock retry를 놓치는 위험	두 transaction이 서로 다른 row를 잡고 상대 row를 기다리는 cycle을 그리지 못하면 실패다.	불변식 모양, 보호 자원 단위, lock order, retry boundary를 함께 고정해야 한다.	APPLY	DBI-LOCK-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-LOCK-01-S07	08-isolation-lock-deadlock.md	함정 질문	부분적으로 맞지만 전체 설명을 망치는 shortcut을 막는다.	DBI-LOCK-01-C01;DBI-LOCK-01-C02	DBI-LOCK-01-C03		isolation level 표 암기와 lock 이름 나열로 predicate invariant, range lock, deadlock retry를 놓치는 위험	두 transaction이 서로 다른 row를 잡고 상대 row를 기다리는 cycle을 그리지 못하면 실패다.	불변식 모양, 보호 자원 단위, lock order, retry boundary를 함께 고정해야 한다.	APPLY	DBI-LOCK-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-LOCK-01-S08	08-isolation-lock-deadlock.md	더 깊게 볼 자료	공식 source와 repo source를 분리해 추적 가능하게 한다.	DBI-LOCK-01-C01;DBI-LOCK-01-C02	DBI-LOCK-01-C03		isolation level 표 암기와 lock 이름 나열로 predicate invariant, range lock, deadlock retry를 놓치는 위험	두 transaction이 서로 다른 row를 잡고 상대 row를 기다리는 cycle을 그리지 못하면 실패다.	불변식 모양, 보호 자원 단위, lock order, retry boundary를 함께 고정해야 한다.	APPLY	DBI-LOCK-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-REPL-01-S01	09-replication-lag-backup-failover.md	2-5분 개요	면접 첫 답변이 본문의 실제 논증을 압축한다.	DBI-REPL-01-C01;DBI-REPL-01-C02	DBI-REPL-01-C03		replica, backup, PITR, failover를 모두 고가용성 수단으로 뭉쳐 최신성, 과거 복구, 쓰기 주체 변경을 혼동하는 위험	잘못된 DELETE가 replica에도 복제되는 상황을 backup으로 복구할 수 있는지 설명하지 못하면 실패다.	lag, RPO/RTO, log chain, restore drill, fencing과 routing을 분리해야 한다.	APPLY	DBI-REPL-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-REPL-01-S02	09-replication-lag-backup-failover.md	먼저 잡아야 할 작은 모델	추상 개념을 대표 상태 변화 trace로 고정한다.	DBI-REPL-01-C01;DBI-REPL-01-C02	DBI-REPL-01-C03		replica, backup, PITR, failover를 모두 고가용성 수단으로 뭉쳐 최신성, 과거 복구, 쓰기 주체 변경을 혼동하는 위험	잘못된 DELETE가 replica에도 복제되는 상황을 backup으로 복구할 수 있는지 설명하지 못하면 실패다.	lag, RPO/RTO, log chain, restore drill, fencing과 routing을 분리해야 한다.	APPLY	DBI-REPL-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-REPL-01-S03	09-replication-lag-backup-failover.md	깊은 메커니즘	source claim을 내부 상태 변화와 실패 모드로 재구성한다.	DBI-REPL-01-C01;DBI-REPL-01-C02	DBI-REPL-01-C03		replica, backup, PITR, failover를 모두 고가용성 수단으로 뭉쳐 최신성, 과거 복구, 쓰기 주체 변경을 혼동하는 위험	잘못된 DELETE가 replica에도 복제되는 상황을 backup으로 복구할 수 있는지 설명하지 못하면 실패다.	lag, RPO/RTO, log chain, restore drill, fencing과 routing을 분리해야 한다.	APPLY	DBI-REPL-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-REPL-01-S04	09-replication-lag-backup-failover.md	DBMS별 경계	공통 목적과 제품별 구현 차이를 섞지 않는다.	DBI-REPL-01-C01;DBI-REPL-01-C02	DBI-REPL-01-C03		replica, backup, PITR, failover를 모두 고가용성 수단으로 뭉쳐 최신성, 과거 복구, 쓰기 주체 변경을 혼동하는 위험	잘못된 DELETE가 replica에도 복제되는 상황을 backup으로 복구할 수 있는지 설명하지 못하면 실패다.	lag, RPO/RTO, log chain, restore drill, fencing과 routing을 분리해야 한다.	APPLY	DBI-REPL-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-REPL-01-S05	09-replication-lag-backup-failover.md	직접 재생해 보기	검증 가능한 관측 경로와 PASS/FAIL 신호를 남긴다.	DBI-REPL-01-C01;DBI-REPL-01-C02	DBI-REPL-01-C03		replica, backup, PITR, failover를 모두 고가용성 수단으로 뭉쳐 최신성, 과거 복구, 쓰기 주체 변경을 혼동하는 위험	잘못된 DELETE가 replica에도 복제되는 상황을 backup으로 복구할 수 있는지 설명하지 못하면 실패다.	lag, RPO/RTO, log chain, restore drill, fencing과 routing을 분리해야 한다.	APPLY	DBI-REPL-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-REPL-01-S06	09-replication-lag-backup-failover.md	면접 꼬리 질문	짧은 답변 뒤 깊게 내려갈 질문을 준비한다.	DBI-REPL-01-C01;DBI-REPL-01-C02	DBI-REPL-01-C03		replica, backup, PITR, failover를 모두 고가용성 수단으로 뭉쳐 최신성, 과거 복구, 쓰기 주체 변경을 혼동하는 위험	잘못된 DELETE가 replica에도 복제되는 상황을 backup으로 복구할 수 있는지 설명하지 못하면 실패다.	lag, RPO/RTO, log chain, restore drill, fencing과 routing을 분리해야 한다.	APPLY	DBI-REPL-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-REPL-01-S07	09-replication-lag-backup-failover.md	함정 질문	부분적으로 맞지만 전체 설명을 망치는 shortcut을 막는다.	DBI-REPL-01-C01;DBI-REPL-01-C02	DBI-REPL-01-C03		replica, backup, PITR, failover를 모두 고가용성 수단으로 뭉쳐 최신성, 과거 복구, 쓰기 주체 변경을 혼동하는 위험	잘못된 DELETE가 replica에도 복제되는 상황을 backup으로 복구할 수 있는지 설명하지 못하면 실패다.	lag, RPO/RTO, log chain, restore drill, fencing과 routing을 분리해야 한다.	APPLY	DBI-REPL-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-REPL-01-S08	09-replication-lag-backup-failover.md	더 깊게 볼 자료	공식 source와 repo source를 분리해 추적 가능하게 한다.	DBI-REPL-01-C01;DBI-REPL-01-C02	DBI-REPL-01-C03		replica, backup, PITR, failover를 모두 고가용성 수단으로 뭉쳐 최신성, 과거 복구, 쓰기 주체 변경을 혼동하는 위험	잘못된 DELETE가 replica에도 복제되는 상황을 backup으로 복구할 수 있는지 설명하지 못하면 실패다.	lag, RPO/RTO, log chain, restore drill, fencing과 routing을 분리해야 한다.	APPLY	DBI-REPL-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-DIST-01-S01	10-partition-sharding-distributed-sql.md	2-5분 개요	면접 첫 답변이 본문의 실제 논증을 압축한다.	DBI-DIST-01-C01;DBI-DIST-01-C02	DBI-DIST-01-C03		partition, sharding, distributed SQL을 모두 큰 테이블을 나누는 방법으로 합쳐 transaction, uniqueness, routing 비용을 숨기는 위험	cross-shard unique constraint나 resharding 중 hot shard를 설명하지 못하면 실패다.	나누는 단위, routing key, cross-partition query, consensus/transaction 비용을 함께 봐야 한다.	APPLY	DBI-DIST-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-DIST-01-S02	10-partition-sharding-distributed-sql.md	먼저 잡아야 할 작은 모델	추상 개념을 대표 상태 변화 trace로 고정한다.	DBI-DIST-01-C01;DBI-DIST-01-C02	DBI-DIST-01-C03		partition, sharding, distributed SQL을 모두 큰 테이블을 나누는 방법으로 합쳐 transaction, uniqueness, routing 비용을 숨기는 위험	cross-shard unique constraint나 resharding 중 hot shard를 설명하지 못하면 실패다.	나누는 단위, routing key, cross-partition query, consensus/transaction 비용을 함께 봐야 한다.	APPLY	DBI-DIST-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-DIST-01-S03	10-partition-sharding-distributed-sql.md	깊은 메커니즘	source claim을 내부 상태 변화와 실패 모드로 재구성한다.	DBI-DIST-01-C01;DBI-DIST-01-C02	DBI-DIST-01-C03		partition, sharding, distributed SQL을 모두 큰 테이블을 나누는 방법으로 합쳐 transaction, uniqueness, routing 비용을 숨기는 위험	cross-shard unique constraint나 resharding 중 hot shard를 설명하지 못하면 실패다.	나누는 단위, routing key, cross-partition query, consensus/transaction 비용을 함께 봐야 한다.	APPLY	DBI-DIST-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-DIST-01-S04	10-partition-sharding-distributed-sql.md	DBMS별 경계	공통 목적과 제품별 구현 차이를 섞지 않는다.	DBI-DIST-01-C01;DBI-DIST-01-C02	DBI-DIST-01-C03		partition, sharding, distributed SQL을 모두 큰 테이블을 나누는 방법으로 합쳐 transaction, uniqueness, routing 비용을 숨기는 위험	cross-shard unique constraint나 resharding 중 hot shard를 설명하지 못하면 실패다.	나누는 단위, routing key, cross-partition query, consensus/transaction 비용을 함께 봐야 한다.	APPLY	DBI-DIST-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-DIST-01-S05	10-partition-sharding-distributed-sql.md	직접 재생해 보기	검증 가능한 관측 경로와 PASS/FAIL 신호를 남긴다.	DBI-DIST-01-C01;DBI-DIST-01-C02	DBI-DIST-01-C03		partition, sharding, distributed SQL을 모두 큰 테이블을 나누는 방법으로 합쳐 transaction, uniqueness, routing 비용을 숨기는 위험	cross-shard unique constraint나 resharding 중 hot shard를 설명하지 못하면 실패다.	나누는 단위, routing key, cross-partition query, consensus/transaction 비용을 함께 봐야 한다.	APPLY	DBI-DIST-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-DIST-01-S06	10-partition-sharding-distributed-sql.md	면접 꼬리 질문	짧은 답변 뒤 깊게 내려갈 질문을 준비한다.	DBI-DIST-01-C01;DBI-DIST-01-C02	DBI-DIST-01-C03		partition, sharding, distributed SQL을 모두 큰 테이블을 나누는 방법으로 합쳐 transaction, uniqueness, routing 비용을 숨기는 위험	cross-shard unique constraint나 resharding 중 hot shard를 설명하지 못하면 실패다.	나누는 단위, routing key, cross-partition query, consensus/transaction 비용을 함께 봐야 한다.	APPLY	DBI-DIST-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-DIST-01-S07	10-partition-sharding-distributed-sql.md	함정 질문	부분적으로 맞지만 전체 설명을 망치는 shortcut을 막는다.	DBI-DIST-01-C01;DBI-DIST-01-C02	DBI-DIST-01-C03		partition, sharding, distributed SQL을 모두 큰 테이블을 나누는 방법으로 합쳐 transaction, uniqueness, routing 비용을 숨기는 위험	cross-shard unique constraint나 resharding 중 hot shard를 설명하지 못하면 실패다.	나누는 단위, routing key, cross-partition query, consensus/transaction 비용을 함께 봐야 한다.	APPLY	DBI-DIST-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-DIST-01-S08	10-partition-sharding-distributed-sql.md	더 깊게 볼 자료	공식 source와 repo source를 분리해 추적 가능하게 한다.	DBI-DIST-01-C01;DBI-DIST-01-C02	DBI-DIST-01-C03		partition, sharding, distributed SQL을 모두 큰 테이블을 나누는 방법으로 합쳐 transaction, uniqueness, routing 비용을 숨기는 위험	cross-shard unique constraint나 resharding 중 hot shard를 설명하지 못하면 실패다.	나누는 단위, routing key, cross-partition query, consensus/transaction 비용을 함께 봐야 한다.	APPLY	DBI-DIST-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
DBI-ENGINE-01-S01	11-mysql-postgresql-engine-deep-dive.md	2-5분 개요	면접 첫 답변이 본문의 실제 논증을 압축한다.	DBI-ENGINE-01-C01;DBI-ENGINE-01-C02	DBI-ENGINE-01-C03		MySQL과 PostgreSQL을 같은 SQL 표면으로만 비교해 heap/clustered index, tuple/undo, WAL/redo/binlog 경계를 지우는 위험	vacuum과 purge 또는 WAL과 binlog를 같은 운영 처방으로 말하면 실패다.	저장 구조, version 관리, 복구 로그, lock, planner 지표를 제품별로 나눠야 한다.	APPLY	DBI-ENGINE-01 본문은 short overview, small model, mechanism, DBMS boundary, replay, tail/trap 질문이 이 risk를 반복하지 않도록 topic-specific audit로 재검수한다.
